Label,Brand,Name,Price,Rank,Ingredients,Combination,Dry,Normal,Oily,Sensitive
"Serum,Olay Super,Olay Super Serum 5-in-1 40ml,15,5.0,""Water, Saccharomyces/Camellia Sinensis Leaf/Cladosiphon Okamuranus/Rice Ferment Filtrate*, Dimethicone, Propanediol, Glycerin*"",1,0,1,1,1"
"Cleanser,Murad,Murad AHA/BHA Exfoliating Cleanser 30ml,81,3.8,""Algae (Seaweed) Extract, Mineral Oil, Petrolatum, Glycerin, Isohexadecane, Microcrystalline Wax, Lanolin Alcohol, Citrus Aurantifolia (Lime) Extract, Sesamum Indicum (Sesame) Seed Oil, Eucalyptus Globulus (Eucalyptus) Leaf Oil *."",0,1,1,1,1"
Treatment,REN Clean Skincare,REN Clean Skincare Ready Steady Glow Daily AHA Tonic 125ml,111,4.0,100% Unrefined Sclerocraya Birrea (Marula) Kernel Oil..,1,0,1,0,0
"Treatment,Tatcha The,Tatcha The Rice Polish Foaming Enzyme Powder 200ml,117,4.1,""Water, Lactic Acid, Propanediol, Jojoba Esters, Glycolic Acid, Potassium Hydroxide, Salix Alba (Willow) Bark Extract *."",1,1,1,1,0"
"Treatment,REN Clean Skincare,REN Clean Skincare Ready Steady Glow Daily AHA Tonic 15ml,105,3.8,""Water, Dicaprylyl Carbonate, Glycerin, Cetearyl Alcohol, Cetearyl Olivate, Sorbitan Olivate, Sclerocarya Birrea Seed Oil, Bacillus/Soybean/ Folic Acid Ferment Extract"",1,0,1,1,0"
"Treatment,Murad,Murad Oil-Control Mattifier SPF45 50ml,43,3.8,""Water, Sodium Lauroyl Methyl Isethionate, Glycerin, Cocamidopropyl Betaine, Cocamidopropyl Hydroxysultaine, Sodium Methyl Oleoyl Taurate *."",0,0,0,1,0"
"Treatment,The Ordinary,The Ordinary Salicylic Acid 2% Solution 340g,104,3.6,""Algae (Seaweed) Extract, Mineral Oil, Petrolatum, Glycerin, Isohexadecane, Microcrystalline Wax, Lanolin Alcohol, Citrus Aurantifolia (Lime) Extract, Sesamum Indicum (Sesame) Seed Oil, Eucalyptus Globulus (Eucalyptus) Leaf Oil*"",0,1,1,1,0"
Treatment,Sunday Riley,Sunday Riley Tidal Brightening Enzyme Water Cream 56.7g,82,5.0,Caprylic/Capric Triglyceride Dicaprylyl Carbonate Squalane Rosa Canina Fruit Oil Oenothera Biennis Oil.,1,0,1,1,0
"Treatment,Skinceuticals Triple,Skinceuticals Triple Lipid Restore 2:4:2 30ml,105,4.1,""Water, Saccharomyces/Camellia Sinensis Leaf/Cladosiphon Okamuranus/Rice Ferment Filtrate*, Dimethicone, Propanediol, Glycerin"",1,0,1,1,1"
"Treatment,Sunday Riley,Sunday Riley Saturn Sulfur Acne Treatment Mask 30ml,101,3.8,""Algae (Seaweed) Extract, Mineral Oil, Petrolatum, Glycerin, Isohexadecane, Microcrystalline Wax, Lanolin Alcohol, Citrus Aurantifolia (Lime) Extract, Sesamum Indicum (Sesame) Seed Oil, Eucalyptus Globulus (Eucalyptus) Leaf Oil"",1,1,1,1,0"
"Treatment,COSRX,COSRX Advanced Snail 96 Mucin Power Essence 150ml,60,4.4,""Water, Glycerin, Caprylic/ Capric Triglyceride, Isopropyl Isostearate, Pseudozyma Epicola/Camellia Sinensis Seed Oil/Glucose/Glycine Soja Meal*"",1,1,1,1,1"
"Treatment,Kiehl's Ultra,Kiehl's Ultra Facial Cream 15ml,19,5.0,""Water, Snail Secretion Filtrate, Phenyl Trimethicone, Dimethicone, Butylene Glycol, Butylene Glycol Dicaprylate/Dicaprate, Orbignya Oleifera Seed Oil*"",1,1,1,1,0"
"Eye Cream,PIXI,Pixi Skintreats Rose Caviar Eye Cream 15ml,39,4.5,""Water, Snail Secretion Filtrate, Phenyl Trimethicone, Dimethicone, Butylene Glycol, Butylene Glycol Dicaprylate/Dicaprate, Orbignya Oleifera Seed Oil"",0,1,1,1,1"
"Eye Cream,REN Clean Skincare,REN Clean Skincare V-Cense Revitalising Eye Cream 340g,62,3.5,""Algae (Seaweed) Extract , Mineral Oil , Petrolatum , Glycerin , Isohexadecane , Microcrystalline Wax , Lanolin Alcohol , Citrus Aurantifolia (Lime) Extract , Sesamum Indicum (Sesame) Seed Oil , Eucalyptus Globulus (Eucalyptus) Leaf Oil"",1,1,1,0,0"
"Sunscreen,Neutrogena,Neutrogena Ultra Sheer Dry-Touch Sunscreen SPF 50+ 60ml,14,4.9,""Water,Glycerin,Caprylic/ Capric Triglyceride,Isopropyl Isostearate,Pseudozyma Epicola/Camellia Sinensis Seed Oil/Glucose/Glycine Soja Meal"",1,0,1,0,0"
Treatment,La Roche-Posay,La Roche-Posay Toleriane Double Repair Moisturiser 200ml,105,4.0,100% Unrefined Sclerocraya Birrea (Marula) Kernel Oil.*,0,1,1,1,1
"Treatment,CeraVe,CeraVe Eye Repair Cream 15ml,90,4.0,""Water, Lactic Acid, Propanediol, Jojoba Esters, Glycolic Acid, Potassium Hydroxide, Salix Alba (Willow) Bark Extract."",0,1,1,0,1"
"Treatment,CeraVe,CeraVe Renewing SA Cream 56.7g,76,4.7,""Galactomyces Ferment Filtrate (Pitera), Butylene Glycol, Pentylene Glycol, Water, Sodium Benzoate, Methylparaben, Sorbic Acid.*"",1,1,1,0,1"
Treatment,The Ordinary,The Ordinary Retinol 0.5% in Squalane 250ml,115,4.7,Caprylic/Capric Triglyceride Dicaprylyl Carbonate Squalane Rosa Canina Fruit Oil Oenothera Biennis Oil.,1,1,1,0,0
"Treatment,Tatcha The,Tatcha The Rice Polish Foaming Enzyme Powder 50ml,45,4.1,""Water, Sodium Lauroyl Methyl Isethionate, Glycerin, Cocamidopropyl Betaine, Cocamidopropyl Hydroxysultaine, Sodium Methyl Oleoyl Taurate *."",1,1,1,0,1"
"Treatment,Tatcha The,Tatcha The Dewy Skin Cream 250ml,96,3.5,""Algae (Seaweed) Extract, Mineral Oil, Petrolatum, Glycerin, Isohexadecane, Microcrystalline Wax, Lanolin Alcohol, Citrus Aurantifolia (Lime) Extract, Sesamum Indicum (Sesame) Seed Oil, Eucalyptus Globulus (Eucalyptus) Leaf Oil*"",0,1,1,1,1"
"Treatment,CeraVe,CeraVe Healing Ointment 340g,53,4.8,""Water, Lactic Acid, Propanediol, Jojoba Esters, Glycolic Acid, Potassium Hydroxide, Salix Alba (Willow) Bark Extract *."",1,0,1,0,1"
"Treatment,COSRX,COSRX Oil-Free Ultra-Moisturizing Lotion 50ml,54,4.3,""Algae (Seaweed) Extract, Mineral Oil, Petrolatum, Glycerin, Isohexadecane, Microcrystalline Wax, Lanolin Alcohol, Citrus Aurantifolia (Lime) Extract, Sesamum Indicum (Sesame) Seed Oil, Eucalyptus Globulus (Eucalyptus) Leaf Oil*"",1,1,1,1,1"
"Treatment,Neutrogena,Neutrogena Hydro Boost Water Gel 20ml,28,4.0,""Water,Dicaprylyl Carbonate,Glycerin,Cetearyl Alcohol,Cetearyl Olivate,Sorbitan Olivate,Sclerocarya Birrea Seed Oil,Bacillus/Soybean/ Folic Acid Ferment Extract"",0,1,1,0,0"
"Treatment,Murad,Murad Cellular Hydration Barrier Repair Cream 30g,107,5.0,""Water , Lactic Acid , Propanediol , Jojoba Esters , Glycolic Acid , Potassium Hydroxide , Salix Alba (Willow) Bark Extract"",1,0,1,0,1"
"Serum,PIXI,Pixi Hydrating Milky Serum 200ml,70,4.7,""Water, Saccharomyces/Camellia Sinensis Leaf/Cladosiphon Okamuranus/Rice Ferment Filtrate*, Dimethicone, Propanediol, Glycerin."",1,1,0,0,1"
"Treatment,Neutrogena,Neutrogena Oil-Free Acne Wash 60ml,46,4.7,""Water, Saccharomyces/Camellia Sinensis Leaf/Cladosiphon Okamuranus/Rice Ferment Filtrate*, Dimethicone, Propanediol, Glycerin"",1,1,0,0,0"
"Treatment,Murad,Murad Cellular Hydration Barrier Repair Cream 250ml,101,4.7,""Galactomyces Ferment Filtrate (Pitera) , Butylene Glycol , Pentylene Glycol , Water , Sodium Benzoate , Methylparaben , Sorbic Acid."",1,0,1,1,1"
"Serum,PIXI,Pixi +C VIT Brightening Serum 30g,93,4.5,""Water , Glycerin , Caprylic/ Capric Triglyceride , Isopropyl Isostearate , Pseudozyma Epicola/Camellia Sinensis Seed Oil/Glucose/Glycine Soja Meal"",1,0,1,1,0"
"Treatment,Murad,Murad Rapid Resurgence Eye Lift 340g,22,3.6,""Water, Saccharomyces/Camellia Sinensis Leaf/Cladosiphon Okamuranus/Rice Ferment Filtrate*, Dimethicone, Propanediol, Glycerin *."",0,0,1,1,0"
"Treatment,Kiehl's Clearly,Kiehl's Clearly Corrective Dark Spot Solution 250ml,56,4.2,""Water,Saccharomyces/Camellia Sinensis Leaf/Cladosiphon Okamuranus/Rice Ferment Filtrate*,Dimethicone,Propanediol,Glycerin"",0,1,1,0,0"
"Treatment,Skinceuticals A.G.E.,Skinceuticals A.G.E. Eye Complex 250ml,78,3.9,""Water, Lactic Acid, Propanediol, Jojoba Esters, Glycolic Acid, Potassium Hydroxide, Salix Alba (Willow) Bark Extract."",1,0,1,1,0"
"Treatment,Skinceuticals Physical,Skinceuticals Physical Fusion UV Defense SPF 50 100ml,6,3.9,""Galactomyces Ferment Filtrate (Pitera), Butylene Glycol, Pentylene Glycol, Water, Sodium Benzoate, Methylparaben, Sorbic Acid.."",1,1,1,0,0"
Treatment,Bioderma,Bioderma Hydrabio Gel-Crème 75ml,73,4.1,Caprylic/Capric Triglyceride Dicaprylyl Carbonate Squalane Rosa Canina Fruit Oil Oenothera Biennis Oil.,0,0,1,0,0
"Treatment,COSRX,COSRX AHA/BHA Clarifying Treatment Toner 60ml,49,4.2,""Galactomyces Ferment Filtrate (Pitera), Butylene Glycol, Pentylene Glycol, Water, Sodium Benzoate, Methylparaben, Sorbic Acid. *."",1,1,1,0,0"
"Serum,Estée Lauder,Estée Lauder Advanced Night Repair Serum 60ml,49,3.9,""Water, Saccharomyces/Camellia Sinensis Leaf/Cladosiphon Okamuranus/Rice Ferment Filtrate*, Dimethicone, Propanediol, Glycerin."",1,1,1,1,0"
"Treatment,REN Clean Skincare,REN Clean Skincare Vita Mineral Active 7 Eye Gel 30ml,90,4.7,""Water,Lactic Acid,Propanediol,Jojoba Esters,Glycolic Acid,Potassium Hydroxide,Salix Alba (Willow) Bark Extract"",1,1,1,1,0"
"Treatment,PIXI,Pixi Glow Tonic 40ml,56,4.6,""Water,Sodium Lauroyl Methyl Isethionate,Glycerin,Cocamidopropyl Betaine,Cocamidopropyl Hydroxysultaine,Sodium Methyl Oleoyl Taurate"",1,1,1,0,0"
"Treatment,Tatcha The,Tatcha The Indigo Overnight Repair Treatment 15ml,16,4.2,""Water, Sodium Lauroyl Methyl Isethionate, Glycerin, Cocamidopropyl Betaine, Cocamidopropyl Hydroxysultaine, Sodium Methyl Oleoyl Taurate*"",1,0,1,0,1"
"Treatment,Avène,Avène Hydrance Rich Rehydrating Cream 200ml,43,4.0,""Water , Sodium Lauroyl Methyl Isethionate , Glycerin , Cocamidopropyl Betaine , Cocamidopropyl Hydroxysultaine , Sodium Methyl Oleoyl Taurate"",1,1,1,1,0"
"Treatment,Bioderma,Bioderma Cicabio Arnica+ Repairing Cream 150ml,99,4.5,""Water,Saccharomyces/Camellia Sinensis Leaf/Cladosiphon Okamuranus/Rice Ferment Filtrate*,Dimethicone,Propanediol,Glycerin"",0,0,0,0,0"
"Treatment,Tatcha The,Tatcha The Silk Cream 20ml,25,4.8,""Water,Glycerin,Caprylic/ Capric Triglyceride,Isopropyl Isostearate,Pseudozyma Epicola/Camellia Sinensis Seed Oil/Glucose/Glycine Soja Meal"",1,1,1,1,1"
"Treatment,Kiehl's Clearly,Kiehl's Clearly Corrective Dark Spot Solution 250ml,94,4.1,""Algae (Seaweed) Extract, Mineral Oil, Petrolatum, Glycerin, Isohexadecane, Microcrystalline Wax, Lanolin Alcohol, Citrus Aurantifolia (Lime) Extract, Sesamum Indicum (Sesame) Seed Oil, Eucalyptus Globulus (Eucalyptus) Leaf Oil."",1,1,0,0,0"
"Cleanser,PIXI,Pixi Vitamin-C Juice Cleanser 150ml,58,4.2,""Water, Snail Secretion Filtrate, Phenyl Trimethicone, Dimethicone, Butylene Glycol, Butylene Glycol Dicaprylate/Dicaprate, Orbignya Oleifera Seed Oil."",1,1,1,0,1"
"Treatment,Estée Lauder,Estée Lauder Micro Essence Skin Activating Treatment Lotion 340g,66,3.7,""Water,Glycerin,Caprylic/ Capric Triglyceride,Isopropyl Isostearate,Pseudozyma Epicola/Camellia Sinensis Seed Oil/Glucose/Glycine Soja Meal"",1,1,1,0,0"
"Treatment,Paula's Choice,Paula's Choice DEFENSE Antioxidant Pore Purifier 100ml,86,4.8,""Water, Lactic Acid, Propanediol, Jojoba Esters, Glycolic Acid, Potassium Hydroxide, Salix Alba (Willow) Bark Extract."",1,1,1,1,0"
"Treatment,Bioderma,Bioderma Hydrabio Gel-Crème 15ml,51,4.7,""Galactomyces Ferment Filtrate (Pitera) , Butylene Glycol , Pentylene Glycol , Water , Sodium Benzoate , Methylparaben , Sorbic Acid."",1,1,0,1,1"
"Treatment,Neutrogena,Neutrogena Rapid Wrinkle Repair Retinol Cream 30g,27,4.0,""Water,Snail Secretion Filtrate,Phenyl Trimethicone,Dimethicone,Butylene Glycol,Butylene Glycol Dicaprylate/Dicaprate,Orbignya Oleifera Seed Oil"",1,1,1,0,0"
"Treatment,Bioderma,Bioderma Cicabio Arnica+ Repairing Cream 125ml,55,4.6,""Galactomyces Ferment Filtrate (Pitera), Butylene Glycol, Pentylene Glycol, Water, Sodium Benzoate, Methylparaben, Sorbic Acid.."",1,1,1,1,0"
"Treatment,Bioderma,Bioderma Sensibio Light Soothing Cream 20ml,102,3.8,""Galactomyces Ferment Filtrate (Pitera), Butylene Glycol, Pentylene Glycol, Water, Sodium Benzoate, Methylparaben, Sorbic Acid.."",1,0,1,0,1"
"Treatment,First Aid Beauty,First Aid Beauty KP Bump Eraser Body Scrub 200ml,103,4.9,""Algae (Seaweed) Extract, Mineral Oil, Petrolatum, Glycerin, Isohexadecane, Microcrystalline Wax, Lanolin Alcohol, Citrus Aurantifolia (Lime) Extract, Sesamum Indicum (Sesame) Seed Oil, Eucalyptus Globulus (Eucalyptus) Leaf Oil*"",1,1,1,1,1"
"Treatment,Paula's Choice,Paula's Choice BOOST 10% Niacinamide Booster 50ml,46,5.0,""Water, Saccharomyces/Camellia Sinensis Leaf/Cladosiphon Okamuranus/Rice Ferment Filtrate*, Dimethicone, Propanediol, Glycerin*"",0,0,1,1,1"
"Treatment,Sunday Riley,Sunday Riley Auto Correct Brightening and Depuffing Eye Contour Cream 60ml,6,4.1,""Water, Snail Secretion Filtrate, Phenyl Trimethicone, Dimethicone, Butylene Glycol, Butylene Glycol Dicaprylate/Dicaprate, Orbignya Oleifera Seed Oil *."",1,0,1,0,1"
"Serum,Skinceuticals B5,Skinceuticals B5 Gel Hydrating Serum 125ml,45,3.7,""Water, Lactic Acid, Propanediol, Jojoba Esters, Glycolic Acid, Potassium Hydroxide, Salix Alba (Willow) Bark Extract."",1,0,1,1,1"
"Eye Cream,Clinique,Clinique Repairwear Laser Focus Eye Cream 20ml,30,4.7,""Water,Sodium Lauroyl Methyl Isethionate,Glycerin,Cocamidopropyl Betaine,Cocamidopropyl Hydroxysultaine,Sodium Methyl Oleoyl Taurate"",1,1,1,1,1"
"Treatment,CeraVe,CeraVe Healing Ointment 150ml,12,4.3,""Water, Saccharomyces/Camellia Sinensis Leaf/Cladosiphon Okamuranus/Rice Ferment Filtrate*, Dimethicone, Propanediol, Glycerin*"",0,0,1,1,1"
"Treatment,Olay Total,Olay Total Effects 7-in-1 Moisturiser 20ml,27,4.1,""Galactomyces Ferment Filtrate (Pitera), Butylene Glycol, Pentylene Glycol, Water, Sodium Benzoate, Methylparaben, Sorbic Acid.."",0,0,1,0,1"
"Treatment,Neutrogena,Neutrogena Hydro Boost Eye Gel-Cream 30g,28,3.9,""Galactomyces Ferment Filtrate (Pitera) , Butylene Glycol , Pentylene Glycol , Water , Sodium Benzoate , Methylparaben , Sorbic Acid."",1,1,1,1,0"
"Treatment,Paula's Choice,Paula's Choice SKIN PERFECTING 2% BHA Liquid Exfoliant 150ml,105,4.3,""Water, Lactic Acid, Propanediol, Jojoba Esters, Glycolic Acid, Potassium Hydroxide, Salix Alba (Willow) Bark Extract."",0,0,1,1,0"
"Sunscreen,Neutrogena,Neutrogena Ultra Sheer Dry-Touch Sunscreen SPF 50+ 100ml,41,4.8,""Water, Dicaprylyl Carbonate, Glycerin, Cetearyl Alcohol, Cetearyl Olivate, Sorbitan Olivate, Sclerocarya Birrea Seed Oil, Bacillus/Soybean/ Folic Acid Ferment Extract"",1,1,1,0,0"
"Cleanser,CeraVe,CeraVe Hydrating Cleanser 50ml,39,4.1,""Water , Snail Secretion Filtrate , Phenyl Trimethicone , Dimethicone , Butylene Glycol , Butylene Glycol Dicaprylate/Dicaprate , Orbignya Oleifera Seed Oil"",1,1,1,0,1"
"Treatment,REN Clean Skincare,REN Clean Skincare Ready Steady Glow Daily AHA Tonic 60ml,79,4.4,""Water , Glycerin , Caprylic/ Capric Triglyceride , Isopropyl Isostearate , Pseudozyma Epicola/Camellia Sinensis Seed Oil/Glucose/Glycine Soja Meal"",1,1,1,1,1"
"Treatment,Avène,Avène XeraCalm A.D Lipid-Replenishing Cream 50ml,32,4.0,""Galactomyces Ferment Filtrate (Pitera), Butylene Glycol, Pentylene Glycol, Water, Sodium Benzoate, Methylparaben, Sorbic Acid.*"",1,0,1,1,1"
"Moisturizer,Paula's Choice,Paula's Choice SKIN RECOVERY Replenishing Moisturizer 20ml,11,5.0,""Water , Dicaprylyl Carbonate , Glycerin , Cetearyl Alcohol , Cetearyl Olivate , Sorbitan Olivate , Sclerocarya Birrea Seed Oil , Bacillus/Soybean/ Folic Acid Ferment Extract"",1,1,1,0,1"
"Treatment,La Roche-Posay,La Roche-Posay Effaclar Mat Moisturiser 150ml,44,3.6,""Water, Sodium Lauroyl Methyl Isethionate, Glycerin, Cocamidopropyl Betaine, Cocamidopropyl Hydroxysultaine, Sodium Methyl Oleoyl Taurate *."",0,0,1,0,1"
"Serum,La Roche-Posay,La Roche-Posay Retinol B3 Serum 40ml,85,4.2,""Water, Lactic Acid, Propanediol, Jojoba Esters, Glycolic Acid, Potassium Hydroxide, Salix Alba (Willow) Bark Extract *."",0,0,0,0,0"
"Sunscreen,Neutrogena,Neutrogena Ultra Sheer Dry-Touch Sunscreen SPF 50+ 250ml,83,3.6,""Water, Glycerin, Caprylic/ Capric Triglyceride, Isopropyl Isostearate, Pseudozyma Epicola/Camellia Sinensis Seed Oil/Glucose/Glycine Soja Meal *."",1,1,1,0,1"
"Treatment,COSRX,COSRX Advanced Snail 92 All in One Cream 340g,45,4.6,""Algae (Seaweed) Extract, Mineral Oil, Petrolatum, Glycerin, Isohexadecane, Microcrystalline Wax, Lanolin Alcohol, Citrus Aurantifolia (Lime) Extract, Sesamum Indicum (Sesame) Seed Oil, Eucalyptus Globulus (Eucalyptus) Leaf Oil *."",0,1,1,1,0"
"Treatment,Tatcha The,Tatcha The Water Cream 30ml,91,4.2,""Water, Lactic Acid, Propanediol, Jojoba Esters, Glycolic Acid, Potassium Hydroxide, Salix Alba (Willow) Bark Extract"",1,1,1,1,0"
"Treatment,Tatcha The,Tatcha The Essence Plump Skin Softener 40ml,57,4.9,""Water, Snail Secretion Filtrate, Phenyl Trimethicone, Dimethicone, Butylene Glycol, Butylene Glycol Dicaprylate/Dicaprate, Orbignya Oleifera Seed Oil *."",0,1,0,0,0"
"Serum,La Roche-Posay,La Roche-Posay Retinol B3 Serum 200ml,82,4.1,""Water, Dicaprylyl Carbonate, Glycerin, Cetearyl Alcohol, Cetearyl Olivate, Sorbitan Olivate, Sclerocarya Birrea Seed Oil, Bacillus/Soybean/ Folic Acid Ferment Extract*"",1,0,1,1,0"
"Treatment,Sunday Riley,Sunday Riley Luna Sleeping Night Oil 30ml,46,4.0,""Water, Snail Secretion Filtrate, Phenyl Trimethicone, Dimethicone, Butylene Glycol, Butylene Glycol Dicaprylate/Dicaprate, Orbignya Oleifera Seed Oil *."",1,0,1,0,0"
"Treatment,Bioderma,Bioderma Nodé Detox Shampoo 60ml,69,4.8,""Galactomyces Ferment Filtrate (Pitera), Butylene Glycol, Pentylene Glycol, Water, Sodium Benzoate, Methylparaben, Sorbic Acid.."",1,1,1,1,1"
"Cleanser,Murad,Murad AHA/BHA Exfoliating Cleanser 30ml,28,4.4,""Water, Snail Secretion Filtrate, Phenyl Trimethicone, Dimethicone, Butylene Glycol, Butylene Glycol Dicaprylate/Dicaprate, Orbignya Oleifera Seed Oil."",0,1,1,0,1"
"Treatment,The Ordinary,The Ordinary Natural Moisturising Factors + HA 250ml,60,4.8,""Water, Lactic Acid, Propanediol, Jojoba Esters, Glycolic Acid, Potassium Hydroxide, Salix Alba (Willow) Bark Extract."",0,1,0,0,0"
"Moisturizer,Olay Retinol24,Olay Retinol24 Night Moisturizer 340g,84,4.7,""Algae (Seaweed) Extract,Mineral Oil,Petrolatum,Glycerin,Isohexadecane,Microcrystalline Wax,Lanolin Alcohol,Citrus Aurantifolia (Lime) Extract,Sesamum Indicum (Sesame) Seed Oil,Eucalyptus Globulus (Eucalyptus) Leaf Oil"",1,0,1,0,1"
Moisturizer,Olay Vitamin,Olay Vitamin C + Peptide 24 Face Moisturizer 250ml,95,3.8,Caprylic/Capric Triglyceride Dicaprylyl Carbonate Squalane Rosa Canina Fruit Oil Oenothera Biennis Oil.,1,1,1,1,0
Treatment,Kiehl's Rare,Kiehl's Rare Earth Deep Pore Cleansing Masque 125ml,48,3.6,100% Unrefined Sclerocraya Birrea (Marula) Kernel Oil..,1,1,1,0,1
"Treatment,Kiehl's Powerful-Strength,Kiehl's Powerful-Strength Line-Reducing Concentrate 125ml,100,4.9,""Galactomyces Ferment Filtrate (Pitera), Butylene Glycol, Pentylene Glycol, Water, Sodium Benzoate, Methylparaben, Sorbic Acid.."",0,1,1,0,1"
"Treatment,Bioderma,Bioderma Cicabio Arnica+ Repairing Cream 250ml,36,3.7,""Water, Snail Secretion Filtrate, Phenyl Trimethicone, Dimethicone, Butylene Glycol, Butylene Glycol Dicaprylate/Dicaprate, Orbignya Oleifera Seed Oil"",1,1,0,0,0"
Treatment,COSRX,COSRX Full Fit Propolis Light Cream 125ml,62,4.6,100% Unrefined Sclerocraya Birrea (Marula) Kernel Oil.,1,1,1,1,0
"Treatment,Murad,Murad Cellular Hydration Barrier Repair Cream 200ml,47,4.8,""Water, Lactic Acid, Propanediol, Jojoba Esters, Glycolic Acid, Potassium Hydroxide, Salix Alba (Willow) Bark Extract."",1,0,0,1,1"
"Treatment,Kiehl's Rare,Kiehl's Rare Earth Deep Pore Cleansing Masque 15ml,77,4.1,""Water, Sodium Lauroyl Methyl Isethionate, Glycerin, Cocamidopropyl Betaine, Cocamidopropyl Hydroxysultaine, Sodium Methyl Oleoyl Taurate*"",1,0,1,1,0"
Treatment,Estée Lauder,Estée Lauder Re-Nutriv Ultimate Lift Age-Correcting Crème 30g,63,3.6,100% Unrefined Sclerocraya Birrea (Marula) Kernel Oil.*,0,1,1,0,0
"Treatment,Clinique,Clinique Take The Day Off Cleansing Balm 75ml,35,3.7,""Water , Snail Secretion Filtrate , Phenyl Trimethicone , Dimethicone , Butylene Glycol , Butylene Glycol Dicaprylate/Dicaprate , Orbignya Oleifera Seed Oil"",0,0,1,1,1"
"Treatment,Avène,Avène Eau Thermale Spray 15ml,115,4.5,""Water, Sodium Lauroyl Methyl Isethionate, Glycerin, Cocamidopropyl Betaine, Cocamidopropyl Hydroxysultaine, Sodium Methyl Oleoyl Taurate *."",1,1,1,0,0"
"Treatment,Tatcha The,Tatcha The Silk Cream 60ml,41,4.0,""Algae (Seaweed) Extract, Mineral Oil, Petrolatum, Glycerin, Isohexadecane, Microcrystalline Wax, Lanolin Alcohol, Citrus Aurantifolia (Lime) Extract, Sesamum Indicum (Sesame) Seed Oil, Eucalyptus Globulus (Eucalyptus) Leaf Oil."",0,1,1,1,1"
"Treatment,La Roche-Posay,La Roche-Posay Effaclar Mat Moisturiser 15ml,64,4.6,""Water,Dicaprylyl Carbonate,Glycerin,Cetearyl Alcohol,Cetearyl Olivate,Sorbitan Olivate,Sclerocarya Birrea Seed Oil,Bacillus/Soybean/ Folic Acid Ferment Extract"",1,0,1,0,0"
"Treatment,Olay Regenerist,Olay Regenerist Micro-Sculpting Cream 15ml,65,4.0,""Galactomyces Ferment Filtrate (Pitera), Butylene Glycol, Pentylene Glycol, Water, Sodium Benzoate, Methylparaben, Sorbic Acid. *."",0,0,1,1,0"
"Treatment,The Ordinary,The Ordinary Salicylic Acid 2% Solution 250ml,13,3.6,""Algae (Seaweed) Extract , Mineral Oil , Petrolatum , Glycerin , Isohexadecane , Microcrystalline Wax , Lanolin Alcohol , Citrus Aurantifolia (Lime) Extract , Sesamum Indicum (Sesame) Seed Oil , Eucalyptus Globulus (Eucalyptus) Leaf Oil"",1,1,1,0,0"
"Treatment,Estée Lauder,Estée Lauder Re-Nutriv Ultimate Lift Age-Correcting Crème 30ml,43,4.7,""Water, Lactic Acid, Propanediol, Jojoba Esters, Glycolic Acid, Potassium Hydroxide, Salix Alba (Willow) Bark Extract *."",0,1,1,0,1"
"Treatment,Avène,Avène Hydrance Rich Rehydrating Cream 30ml,102,4.7,""Galactomyces Ferment Filtrate (Pitera) , Butylene Glycol , Pentylene Glycol , Water , Sodium Benzoate , Methylparaben , Sorbic Acid."",1,0,1,1,0"
"Moisturizer,First Aid Beauty,First Aid Beauty Hello FAB Coconut Skin Smoothie Priming Moisturizer 125ml,110,4.5,""Water,Lactic Acid,Propanediol,Jojoba Esters,Glycolic Acid,Potassium Hydroxide,Salix Alba (Willow) Bark Extract"",0,0,1,0,1"
"Treatment,Paula's Choice,Paula's Choice SKIN PERFECTING 2% BHA Liquid Exfoliant 125ml,80,4.2,""Water , Saccharomyces/Camellia Sinensis Leaf/Cladosiphon Okamuranus/Rice Ferment Filtrate* , Dimethicone , Propanediol , Glycerin"",1,0,0,0,0"
Serum,La Roche-Posay,La Roche-Posay Retinol B3 Serum 40ml,48,3.8,100% Unrefined Sclerocraya Birrea (Marula) Kernel Oil.,0,1,1,0,1
"Treatment,Paula's Choice,Paula's Choice DEFENSE Antioxidant Pore Purifier 30ml,49,3.7,""Water,Sodium Lauroyl Methyl Isethionate,Glycerin,Cocamidopropyl Betaine,Cocamidopropyl Hydroxysultaine,Sodium Methyl Oleoyl Taurate"",1,0,1,1,1"
